image_path,au_vector
/content/drive/MyDrive/AffectNet/Train/anger/image_000011.jpg,"[0.0, 0.25, 1.41, 0.0, 0.54, 0.32, 0.54, 0.7, 0.31, 1.18, 0.14, 0.63, 0.0, 0.0, 0.55, 0.78, 0.73, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000012.jpg,"[0.0, 0.25, 1.21, 0.0, 0.22, 0.32, 0.24, 0.0, 0.07, 0.62, 0.0, 1.02, 0.0, 0.23, 0.06, 0.56, 0.2, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000013.jpg,"[0.0, 0.0, 1.39, 0.0, 0.65, 0.78, 0.34, 0.36, 0.34, 0.87, 0.29, 1.29, 0.24, 0.23, 0.16, 0.0, 0.2, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000014.jpg,"[0.0, 0.0, 0.87, 0.0, 0.59, 0.79, 0.1, 0.5, 0.29, 0.25, 0.29, 1.48, 0.24, 0.23, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000015.jpg,"[0.0, 0.0, 0.98, 0.0, 1.15, 1.39, 0.1, 0.96, 0.71, 1.16, 0.29, 1.1, 0.24, 0.0, 0.29, 0.44, 0.01, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000016.jpg,"[0.0, 0.0, 0.54, 0.0, 0.65, 0.61, 0.0, 0.6, 0.44, 0.91, 0.03, 0.75, 0.0, 0.0, 0.19, 0.57, 0.01, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000017.jpg,"[0.05, 0.09, 0.62, 0.0, 0.56, 0.6, 0.0, 0.63, 0.42, 0.91, 0.03, 0.56, 0.0, 0.04, 0.72, 1.82, 0.04, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000018.jpg,"[0.19, 0.47, 0.69, 0.0, 0.06, 0.0, 0.0, 0.37, 0.0, 0.73, 0.8, 0.61, 0.0, 0.66, 0.55, 1.39, 0.12, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000019.jpg,"[0.21, 0.47, 0.75, 0.0, 0.26, 0.0, 0.0, 1.04, 0.0, 0.73, 2.43, 1.51, 0.0, 1.49, 0.55, 1.8, 0.36, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000020.jpg,"[0.16, 0.39, 0.77, 0.0, 0.26, 0.0, 0.0, 0.88, 0.0, 0.83, 4.1, 2.71, 0.0, 2.04, 0.44, 1.47, 0.67, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000021.jpg,"[0.02, 0.0, 0.7, 0.0, 0.25, 0.49, 0.0, 0.67, 0.0, 0.28, 3.33, 2.25, 0.0, 1.87, 0.44, 1.51, 0.73, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000022.jpg,"[0.0, 0.0, 1.02, 0.0, 0.12, 0.62, 0.05, 0.11, 0.0, 0.38, 1.95, 1.37, 0.0, 1.04, 0.57, 0.96, 0.6, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000023.jpg,"[0.0, 0.0, 0.92, 0.0, 0.12, 0.62, 0.05, 0.11, 0.0, 0.29, 0.95, 0.17, 0.0, 0.57, 0.51, 0.04, 0.57, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000024.jpg,"[0.1, 0.0, 1.41, 0.0, 0.4, 0.76, 0.5, 0.21, 0.0, 0.09, 1.47, 0.2, 0.55, 0.11, 1.12, 0.27, 0.63, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000025.jpg,"[0.4, 0.0, 0.87, 0.0, 0.33, 0.63, 0.45, 0.12, 0.1, 0.12, 1.19, 0.19, 0.55, 0.3, 1.26, 0.71, 0.52, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000026.jpg,"[0.4, 0.0, 1.1, 0.0, 0.33, 0.92, 0.45, 0.12, 0.1, 0.12, 0.52, 0.45, 0.55, 0.37, 1.33, 1.62, 0.56, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000027.jpg,"[0.3, 0.0, 0.31, 0.0, 0.0, 0.29, 0.0, 0.02, 0.15, 0.95, 0.0, 0.46, 0.0, 0.75, 0.86, 1.64, 0.66, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000028.jpg,"[0.14, 0.06, 0.23, 0.03, 0.0, 0.29, 0.0, 0.0, 0.06, 0.83, 0.0, 0.33, 0.0, 0.57, 1.29, 2.2, 0.66, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000029.jpg,"[0.37, 0.06, 0.0, 0.03, 0.12, 0.32, 0.23, 0.16, 0.12, 0.99, 0.0, 0.45, 0.0, 0.71, 0.84, 1.3, 0.31, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000030.jpg,"[0.37, 0.06, 0.0, 0.03, 0.22, 0.32, 0.23, 0.16, 0.23, 0.45, 0.2, 0.37, 0.12, 0.57, 1.46, 1.83, 0.07, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000031.jpg,"[0.23, 0.0, 0.22, 0.0, 0.22, 0.32, 0.23, 0.53, 0.33, 1.49, 0.68, 0.37, 0.12, 1.17, 1.3, 0.82, 0.46, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000032.jpg,"[0.0, 0.0, 0.81, 0.0, 0.12, 0.77, 0.0, 0.37, 0.27, 1.71, 1.04, 0.77, 0.12, 0.91, 1.3, 1.4, 0.69, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000033.jpg,"[0.0, 0.29, 0.81, 0.54, 0.02, 0.77, 0.0, 0.37, 0.1, 1.97, 1.12, 0.8, 0.14, 0.9, 1.26, 1.23, 0.62, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000034.jpg,"[0.42, 0.76, 1.23, 0.69, 0.02, 1.29, 0.0, 0.0, 0.0, 1.24, 0.64, 0.8, 0.14, 0.31, 1.47, 2.07, 0.24, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000035.jpg,"[0.42, 0.76, 0.7, 0.69, 0.0, 0.6, 0.0, 0.0, 0.0, 0.86, 0.55, 0.24, 0.14, 0.23, 1.47, 1.61, 0.09, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000036.jpg,"[0.54, 0.47, 0.94, 0.15, 0.0, 0.6, 0.0, 0.26, 0.01, 0.39, 0.27, 0.66, 0.0, 0.0, 1.33, 0.97, 0.28, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000037.jpg,"[0.12, 0.02, 0.29, 0.0, 0.09, 0.3, 0.0, 0.26, 0.12, 0.11, 0.27, 0.67, 0.67, 0.0, 0.56, 0.79, 0.47, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000038.jpg,"[0.12, 0.02, 0.24, 0.0, 0.21, 0.64, 0.05, 0.26, 0.44, 0.45, 0.0, 0.46, 0.8, 0.06, 0.62, 0.74, 0.38, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000039.jpg,"[0.0, 0.02, 0.0, 0.0, 0.28, 0.77, 0.05, 0.18, 0.45, 0.36, 0.0, 0.21, 0.84, 0.06, 0.4, 1.45, 0.19, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000040.jpg,"[0.15, 0.0, 0.0, 0.33, 0.39, 0.56, 0.08, 0.44, 0.37, 0.47, 0.11, 0.83, 0.17, 0.06, 0.98, 1.16, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000041.jpg,"[0.15, 0.0, 0.03, 0.33, 0.27, 0.13, 0.03, 0.59, 0.04, 0.29, 0.11, 1.04, 0.04, 0.0, 1.51, 1.22, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000042.jpg,"[0.31, 0.0, 0.03, 0.69, 0.64, 0.0, 0.03, 0.88, 0.47, 0.84, 0.46, 1.25, 0.0, 0.09, 1.63, 1.44, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000043.jpg,"[0.58, 0.05, 1.32, 0.36, 0.54, 0.2, 0.0, 0.81, 0.43, 0.85, 0.36, 0.96, 0.06, 0.32, 1.27, 1.67, 0.08, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000044.jpg,"[0.58, 0.05, 1.33, 0.36, 0.76, 0.95, 0.03, 0.67, 0.59, 0.68, 0.36, 1.05, 0.06, 0.37, 1.12, 2.07, 0.08, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000045.jpg,"[0.69, 0.55, 1.78, 0.0, 0.32, 1.44, 0.03, 0.19, 0.16, 0.14, 0.0, 0.72, 0.06, 0.28, 1.11, 1.57, 0.14, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000046.jpg,"[0.27, 0.5, 1.36, 0.0, 0.41, 1.38, 0.04, 0.0, 0.16, 0.28, 0.0, 0.44, 0.64, 0.05, 0.88, 1.37, 0.46, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000047.jpg,"[0.53, 0.5, 2.42, 0.0, 0.2, 1.49, 0.01, 0.23, 0.01, 0.28, 0.0, 0.31, 0.91, 0.0, 0.46, 0.84, 0.46, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000048.jpg,"[0.25, 0.0, 2.38, 0.14, 0.27, 1.01, 0.01, 0.23, 0.01, 0.28, 0.62, 0.9, 0.98, 0.0, 0.01, 0.4, 0.4, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000049.jpg,"[0.51, 0.0, 1.52, 0.17, 0.17, 1.63, 0.19, 0.23, 0.0, 0.0, 0.62, 1.15, 1.1, 0.18, 0.01, 0.18, 0.02, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000050.jpg,"[0.26, 0.0, 0.48, 0.17, 0.16, 0.77, 0.19, 0.0, 0.08, 0.25, 0.66, 0.97, 0.83, 0.18, 0.0, 0.18, 0.02, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000051.jpg,"[0.26, 0.0, 0.13, 0.03, 0.09, 0.77, 0.19, 0.0, 0.16, 0.3, 0.05, 1.08, 0.77, 0.26, 0.42, 0.49, 0.02, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000052.jpg,"[0.0, 0.0, 0.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16, 0.3, 0.05, 0.77, 0.0, 0.09, 0.9, 0.37, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000053.jpg,"[0.46, 0.0, 0.29, 0.48, 0.0, 0.48, 0.0, 0.0, 0.08, 0.05, 0.0, 1.67, 0.0, 0.15, 1.11, 1.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000054.jpg,"[0.51, 0.0, 0.23, 0.49, 0.0, 0.49, 0.0, 0.0, 0.0, 0.2, 0.0, 1.39, 0.0, 0.29, 0.69, 1.05, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000055.jpg,"[0.51, 0.0, 0.23, 0.49, 0.0, 0.49, 0.03, 0.15, 0.13, 0.2, 0.71, 1.69, 0.09, 0.29, 0.21, 1.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000056.jpg,"[1.04, 0.05, 0.0, 0.01, 0.21, 0.19, 0.03, 0.84, 0.33, 0.46, 0.71, 0.97, 0.63, 0.25, 0.19, 0.52, 0.06, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000057.jpg,"[1.0, 0.05, 0.16, 0.0, 0.34, 0.17, 0.03, 1.1, 0.33, 0.4, 0.71, 0.74, 0.63, 0.03, 1.03, 1.07, 0.41, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000058.jpg,"[1.0, 0.05, 0.37, 0.0, 0.77, 0.39, 0.47, 1.61, 0.89, 0.73, 0.0, 0.43, 0.57, 0.03, 2.0, 0.91, 0.41, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000059.jpg,"[0.0, 0.0, 1.18, 0.0, 1.08, 1.15, 0.47, 1.26, 0.93, 0.68, 0.0, 0.75, 0.02, 0.03, 2.04, 0.91, 0.36, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000060.jpg,"[0.0, 0.0, 1.79, 0.0, 1.65, 1.82, 0.74, 1.92, 1.45, 0.78, 0.0, 0.64, 0.02, 0.03, 2.56, 0.54, 0.44, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000061.jpg,"[0.52, 0.53, 2.07, 0.39, 1.35, 2.01, 0.48, 1.56, 0.84, 0.45, 0.15, 1.26, 0.33, 0.03, 1.64, 1.01, 0.44, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000062.jpg,"[0.52, 0.53, 1.39, 0.39, 0.84, 1.36, 0.48, 1.4, 0.6, 0.45, 0.33, 1.43, 1.39, 0.0, 1.76, 1.13, 0.6, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000063.jpg,"[0.61, 0.76, 0.63, 0.39, 0.14, 0.69, 0.21, 0.48, 0.08, 0.22, 0.33, 1.28, 1.39, 0.0, 0.51, 0.85, 0.26, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000064.jpg,"[0.08, 0.23, 0.13, 0.0, 0.0, 0.29, 0.0, 0.26, 0.0, 0.22, 0.21, 1.23, 1.06, 0.0, 0.74, 0.29, 0.36, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000065.jpg,"[0.12, 0.23, 0.26, 0.26, 0.38, 0.11, 0.0, 0.37, 0.21, 0.59, 0.34, 1.84, 0.0, 0.44, 0.39, 0.31, 0.2, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
/content/drive/MyDrive/AffectNet/Train/anger/image_000066.jpg,"[0.04, 0.0, 0.26, 0.39, 0.75, 0.28, 0.3, 0.67, 0.21, 0.59, 0.34, 2.04, 0.0, 0.44, 0.85, 0.8, 0.09, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
